vehicle_id,timestamp,speed_kmph,engine_temp_c,oil_pressure_psi,vibration_g,mileage_km,age_months,fault,time_to_failure_days
VEH096,2022-12-20 14:47:16.525117,86.78,102.25,36.86,0.546,5729,58,0,
VEH022,2022-12-21 14:47:16.525117,66.56,85.68,37.49,0.274,8985,85,1,3.0
VEH093,2022-12-22 14:47:16.525117,54.83,92.55,38.87,0.47,5288,49,1,48.0
VEH086,2022-12-23 14:47:16.525117,49.75,94.9,47.52,0.511,34159,54,0,
VEH043,2022-12-24 14:47:16.525117,51.12,83.13,45.36,0.148,3669,13,0,
VEH067,2022-12-25 14:47:16.525117,78.62,75.7,38.55,0.231,8512,69,0,
VEH054,2022-12-26 14:47:16.525117,71.48,88.82,30.43,0.26,18376,9,0,
VEH010,2022-12-27 14:47:16.525117,42.77,87.25,46.92,0.276,10368,37,0,
VEH042,2022-12-28 14:47:16.525117,61.31,89.58,47.36,0.212,1354,58,0,
VEH064,2022-12-29 14:47:16.525117,59.0,89.51,33.38,0.465,59023,118,1,11.0
VEH021,2022-12-30 14:47:16.525117,64.74,86.25,37.7,0.253,8246,72,0,
VEH080,2022-12-31 14:47:16.525117,50.95,85.25,45.73,0.226,11799,68,1,4.0
VEH076,2023-01-01 14:47:16.525117,76.47,93.2,41.99,0.485,3667,119,0,
VEH066,2023-01-02 14:47:16.525117,59.98,83.41,28.69,0.392,40101,85,0,
VEH041,2023-01-03 14:47:16.525117,65.6,89.52,33.28,0.341,6890,65,1,36.0
VEH024,2023-01-04 14:47:16.525117,48.23,84.91,44.0,0.216,400,103,1,8.0
VEH035,2023-01-05 14:47:16.525117,48.99,91.81,41.31,0.529,7607,82,1,24.0
VEH056,2023-01-06 14:47:16.525117,99.86,100.86,42.91,0.196,82778,38,0,
VEH030,2023-01-07 14:47:16.525117,87.0,100.55,43.63,0.514,3176,27,1,15.0
VEH057,2023-01-08 14:47:16.525117,58.95,100.26,40.42,0.445,633,36,0,
VEH094,2023-01-09 14:47:16.525117,83.0,88.48,42.67,0.102,17263,29,0,
VEH047,2023-01-10 14:47:16.525117,78.19,88.91,36.69,0.306,9293,8,0,
VEH035,2023-01-11 14:47:16.525117,50.62,79.38,41.75,0.049,31692,38,0,
VEH019,2023-01-12 14:47:16.525117,49.13,86.72,42.21,0.231,26326,99,0,
VEH008,2023-01-13 14:47:16.525117,70.03,88.05,50.43,0.332,4101,31,0,
VEH026,2023-01-14 14:47:16.525117,63.9,85.26,35.53,0.124,16631,103,1,43.0
VEH071,2023-01-15 14:47:16.525117,53.97,84.72,44.87,0.079,659,56,1,7.0
VEH030,2023-01-16 14:47:16.525117,70.82,76.96,40.61,0.216,11577,91,0,
VEH007,2023-01-17 14:47:16.525117,38.36,78.18,45.65,0.273,25038,35,0,
VEH067,2023-01-18 14:47:16.525117,61.73,90.44,39.23,0.246,10721,40,1,54.0
VEH065,2023-01-19 14:47:16.525117,41.42,89.73,47.09,0.296,2510,30,0,
VEH036,2023-01-20 14:47:16.525117,41.91,92.96,35.25,0.288,1270,33,0,
VEH025,2023-01-21 14:47:16.525117,49.4,87.4,41.11,0.134,38436,102,0,
VEH037,2023-01-22 14:47:16.525117,65.45,90.37,42.6,0.594,44388,92,0,
VEH001,2023-01-23 14:47:16.525117,49.87,99.5,34.96,0.395,8404,31,0,
VEH015,2023-01-24 14:47:16.525117,41.73,88.66,41.96,0.229,3586,78,0,
VEH037,2023-01-25 14:47:16.525117,67.16,85.3,46.51,0.153,76902,13,0,
VEH013,2023-01-26 14:47:16.525117,82.39,81.59,40.44,0.198,15787,106,0,
VEH008,2023-01-27 14:47:16.525117,69.58,96.86,43.82,0.28,12950,102,0,
VEH005,2023-01-28 14:47:16.525117,87.03,77.72,37.18,0.244,27065,20,0,
VEH060,2023-01-29 14:47:16.525117,81.14,84.35,33.99,0.444,3699,54,1,21.0
VEH073,2023-01-30 14:47:16.525117,52.69,92.98,43.87,0.194,17349,116,1,43.0
VEH001,2023-01-31 14:47:16.525117,69.48,75.22,38.12,0.253,44175,13,0,
VEH036,2023-02-01 14:47:16.525117,58.63,85.02,30.44,0.395,466,60,0,
VEH035,2023-02-02 14:47:16.525117,75.93,91.83,35.26,0.208,22352,90,1,18.0
VEH066,2023-02-03 14:47:16.525117,58.62,86.86,48.4,0.182,16033,63,1,9.0
VEH063,2023-02-04 14:47:16.525117,48.17,81.55,47.21,0.031,60237,8,1,49.0
VEH023,2023-02-05 14:47:16.525117,80.6,86.28,33.65,0.534,5986,14,0,
VEH009,2023-02-06 14:47:16.525117,64.77,96.77,30.55,0.41,39164,19,0,
VEH034,2023-02-07 14:47:16.525117,50.05,104.15,36.13,0.285,7391,107,0,
VEH046,2023-02-08 14:47:16.525117,52.52,90.74,46.17,0.212,11237,96,1,42.0
VEH078,2023-02-09 14:47:16.525117,49.95,73.59,40.47,0.063,4797,25,0,
VEH004,2023-02-10 14:47:16.525117,44.97,93.79,38.5,0.343,39841,9,0,
VEH030,2023-02-11 14:47:16.525117,52.84,86.47,36.67,0.231,4348,29,0,
VEH095,2023-02-12 14:47:16.525117,65.6,81.52,39.22,0.12,39181,96,0,
VEH075,2023-02-13 14:47:16.525117,60.96,83.65,45.72,0.152,12161,81,0,
VEH099,2023-02-14 14:47:16.525117,53.43,83.61,41.15,0.377,36046,33,0,
VEH072,2023-02-15 14:47:16.525117,82.43,79.83,39.81,0.192,6143,104,0,
VEH003,2023-02-16 14:47:16.525117,29.84,87.99,44.11,0.106,2848,93,0,
VEH014,2023-02-17 14:47:16.525117,64.59,104.85,38.94,0.384,16191,36,1,23.0
VEH060,2023-02-18 14:47:16.525117,57.86,81.1,46.59,0.153,14244,72,0,
VEH077,2023-02-19 14:47:16.525117,45.45,103.65,34.55,0.465,8820,99,0,
VEH045,2023-02-20 14:47:16.525117,65.47,91.94,41.44,0.536,21742,69,0,
VEH096,2023-02-21 14:47:16.525117,56.7,89.09,45.42,0.005,1999,96,0,
VEH034,2023-02-22 14:47:16.525117,78.71,88.36,49.48,0.186,19457,22,0,
VEH045,2023-02-23 14:47:16.525117,73.02,84.2,34.02,0.292,4758,11,0,
VEH061,2023-02-24 14:47:16.525117,88.59,93.76,38.58,0.307,2761,116,1,34.0
VEH083,2023-02-25 14:47:16.525117,52.75,93.81,31.72,0.507,48072,112,1,17.0
VEH016,2023-02-26 14:47:16.525117,80.95,71.65,36.02,0.205,12316,87,0,
VEH066,2023-02-27 14:47:16.525117,42.51,109.47,38.16,0.428,28829,65,0,
VEH040,2023-02-28 14:47:16.525117,58.34,75.43,29.3,0.292,1866,104,0,
VEH017,2023-03-01 14:47:16.525117,53.02,85.47,42.97,0.175,1183,96,0,
VEH034,2023-03-02 14:47:16.525117,69.04,69.99,45.34,0.277,13658,86,0,
VEH016,2023-03-03 14:47:16.525117,68.67,88.29,39.71,0.352,7582,16,0,
VEH060,2023-03-04 14:47:16.525117,46.49,85.63,35.39,0.294,100,43,0,
VEH066,2023-03-05 14:47:16.525117,69.87,86.4,38.9,0.006,4049,106,0,
VEH066,2023-03-06 14:47:16.525117,54.29,92.15,52.48,0.197,4937,111,1,8.0
VEH090,2023-03-07 14:47:16.525117,47.75,87.44,37.13,0.315,6807,39,0,
VEH013,2023-03-08 14:47:16.525117,59.82,94.3,34.84,0.307,41998,52,0,
VEH056,2023-03-09 14:47:16.525117,37.85,78.99,27.23,0.357,10915,37,0,
VEH031,2023-03-10 14:47:16.525117,73.97,91.32,46.13,0.42,22753,112,0,
VEH034,2023-03-11 14:47:16.525117,59.17,84.9,33.07,0.326,371,62,0,
VEH039,2023-03-12 14:47:16.525117,59.49,87.01,40.83,0.399,33632,51,0,
VEH067,2023-03-13 14:47:16.525117,58.69,92.1,52.43,0.386,5497,115,1,19.0
VEH008,2023-03-14 14:47:16.525117,84.7,87.2,42.5,0.207,7393,40,0,
VEH087,2023-03-15 14:47:16.525117,82.78,90.3,42.12,0.301,926,97,1,27.0
VEH078,2023-03-16 14:47:16.525117,80.26,81.78,38.87,0.094,10542,27,0,
VEH055,2023-03-17 14:47:16.525117,58.72,98.7,41.01,0.568,38288,21,0,
VEH027,2023-03-18 14:47:16.525117,43.27,94.99,39.95,0.137,9519,115,0,
VEH093,2023-03-19 14:47:16.525117,59.76,90.79,43.16,0.009,47851,111,0,
VEH053,2023-03-20 14:47:16.525117,64.72,88.29,25.67,0.61,40415,109,1,37.0
VEH039,2023-03-21 14:47:16.525117,72.19,89.77,42.3,0.285,1279,81,1,58.0
VEH065,2023-03-22 14:47:16.525117,64.67,98.83,41.72,0.478,7284,10,0,
VEH017,2023-03-23 14:47:16.525117,44.6,94.49,54.83,0.432,48251,95,0,
VEH030,2023-03-24 14:47:16.525117,51.97,98.33,39.14,0.498,605,31,1,56.0
VEH053,2023-03-25 14:47:16.525117,50.61,86.8,41.65,0.373,29032,82,1,55.0
VEH013,2023-03-26 14:47:16.525117,68.09,94.27,41.95,0.411,47380,29,0,
VEH021,2023-03-27 14:47:16.525117,68.45,99.93,41.55,0.001,29436,113,1,30.0
VEH019,2023-03-28 14:47:16.525117,70.42,83.11,33.29,0.121,27237,72,1,32.0
VEH053,2023-03-29 14:47:16.525117,64.52,82.31,45.68,0.133,37075,37,0,
VEH019,2023-03-30 14:47:16.525117,29.11,90.66,34.43,0.18,21919,28,0,
VEH057,2023-03-31 14:47:16.525117,34.11,78.83,43.56,0.164,11001,54,0,
VEH025,2023-04-01 14:47:16.525117,57.9,75.37,36.31,0.209,1296,106,0,
VEH086,2023-04-02 14:47:16.525117,61.47,99.47,37.72,0.205,31020,67,0,
VEH031,2023-04-03 14:47:16.525117,78.8,101.73,36.0,0.306,47131,107,0,
VEH081,2023-04-04 14:47:16.525117,61.17,80.62,39.44,0.175,14331,114,1,26.0
VEH055,2023-04-05 14:47:16.525117,45.36,77.81,40.72,0.291,15207,107,1,48.0
VEH023,2023-04-06 14:47:16.525117,69.93,85.27,42.71,0.39,10326,82,1,29.0
VEH032,2023-04-07 14:47:16.525117,59.74,100.01,38.42,0.382,38881,84,1,23.0
VEH062,2023-04-08 14:47:16.525117,53.97,86.41,45.61,0.377,298,71,0,
VEH074,2023-04-09 14:47:16.525117,35.78,89.55,36.84,0.326,19592,16,0,
VEH010,2023-04-10 14:47:16.525117,61.28,92.66,42.31,0.491,47592,85,0,
VEH100,2023-04-11 14:47:16.525117,63.43,91.56,34.85,0.587,2178,23,0,
VEH072,2023-04-12 14:47:16.525117,45.06,101.21,49.58,0.011,63964,103,0,
VEH054,2023-04-13 14:47:16.525117,71.17,84.8,43.12,0.444,68640,15,0,
VEH052,2023-04-14 14:47:16.525117,69.82,89.67,35.85,0.105,53124,82,1,31.0
VEH020,2023-04-15 14:47:16.525117,60.73,91.9,50.22,0.337,12418,101,0,
VEH032,2023-04-16 14:47:16.525117,60.18,89.62,43.15,0.337,9656,65,0,
VEH014,2023-04-17 14:47:16.525117,74.19,80.96,36.74,0.346,24479,13,1,51.0
VEH050,2023-04-18 14:47:16.525117,65.51,78.5,40.36,0.235,7674,76,1,39.0
VEH028,2023-04-19 14:47:16.525117,49.47,77.53,34.42,0.237,1415,53,0,
VEH053,2023-04-20 14:47:16.525117,57.04,95.66,32.6,0.38,46338,86,0,
VEH024,2023-04-21 14:47:16.525117,68.35,83.85,47.87,0.217,20149,46,1,58.0
VEH079,2023-04-22 14:47:16.525117,29.52,92.23,34.39,0.026,4642,96,0,
VEH022,2023-04-23 14:47:16.525117,46.03,90.0,31.98,0.3,371,13,0,
VEH030,2023-04-24 14:47:16.525117,70.23,82.71,44.54,0.151,25712,98,0,
VEH063,2023-04-25 14:47:16.525117,78.13,83.31,50.63,0.141,38319,42,0,
VEH004,2023-04-26 14:47:16.525117,75.32,91.84,46.76,0.169,10405,96,0,
VEH077,2023-04-27 14:47:16.525117,73.4,91.29,53.62,0.011,1687,42,0,
VEH059,2023-04-28 14:47:16.525117,61.95,94.03,54.13,0.26,20917,69,0,
VEH087,2023-04-29 14:47:16.525117,44.57,85.57,35.04,0.278,7045,64,0,
VEH008,2023-04-30 14:47:16.525117,57.05,83.08,38.82,0.381,3108,93,0,
VEH082,2023-05-01 14:47:16.525117,30.1,89.38,30.64,0.208,14283,50,0,
VEH012,2023-05-02 14:47:16.525117,79.51,102.33,31.79,0.598,13149,21,1,24.0
VEH031,2023-05-03 14:47:16.525117,47.74,74.37,48.0,0.309,14545,31,0,
VEH078,2023-05-04 14:47:16.525117,52.0,83.21,42.34,0.098,34737,36,0,
VEH034,2023-05-05 14:47:16.525117,75.88,95.52,48.19,0.254,13254,32,1,2.0
VEH082,2023-05-06 14:47:16.525117,35.78,90.52,34.76,0.606,46160,95,1,6.0
VEH098,2023-05-07 14:47:16.525117,42.16,93.95,36.31,0.434,36879,48,1,37.0
VEH075,2023-05-08 14:47:16.525117,64.02,86.76,43.89,0.205,21060,20,0,
VEH076,2023-05-09 14:47:16.525117,67.81,77.49,47.59,0.371,1170,63,0,
VEH049,2023-05-10 14:47:16.525117,58.92,103.32,28.86,0.177,40041,54,0,
VEH079,2023-05-11 14:47:16.525117,59.41,98.64,37.69,0.26,47198,84,1,21.0
VEH057,2023-05-12 14:47:16.525117,79.03,90.76,42.32,0.046,9401,92,0,
VEH095,2023-05-13 14:47:16.525117,69.54,83.74,45.32,0.359,14937,30,1,36.0
VEH093,2023-05-14 14:47:16.525117,67.52,86.45,46.24,0.107,6598,113,0,
VEH026,2023-05-15 14:47:16.525117,71.63,92.41,39.31,0.3,296,73,0,
VEH018,2023-05-16 14:47:16.525117,55.49,87.76,32.81,0.057,13057,41,1,13.0
VEH096,2023-05-17 14:47:16.525117,92.6,91.51,28.3,0.338,2770,85,0,
VEH086,2023-05-18 14:47:16.525117,25.39,101.15,37.79,0.345,4050,52,0,
VEH038,2023-05-19 14:47:16.525117,81.87,98.48,37.42,0.121,13105,109,0,
VEH081,2023-05-20 14:47:16.525117,73.53,81.31,36.09,0.185,40353,64,0,
VEH087,2023-05-21 14:47:16.525117,63.72,90.8,45.28,0.324,37239,90,0,
VEH088,2023-05-22 14:47:16.525117,61.2,85.9,33.52,0.346,67087,57,0,
VEH050,2023-05-23 14:47:16.525117,57.67,92.27,35.8,0.549,13181,45,0,
VEH008,2023-05-24 14:47:16.525117,76.55,90.32,46.97,0.484,16059,48,1,56.0
VEH041,2023-05-25 14:47:16.525117,59.4,113.71,32.98,0.314,34532,61,0,
VEH006,2023-05-26 14:47:16.525117,49.08,92.89,41.65,0.208,24057,86,1,1.0
VEH069,2023-05-27 14:47:16.525117,73.53,89.6,39.98,0.083,4037,8,0,
VEH044,2023-05-28 14:47:16.525117,83.77,105.93,39.87,0.228,10155,76,0,
VEH064,2023-05-29 14:47:16.525117,31.09,90.2,45.27,0.43,52946,17,0,
VEH029,2023-05-30 14:47:16.525117,95.36,79.62,42.99,0.01,3159,70,0,
VEH028,2023-05-31 14:47:16.525117,44.45,88.23,31.86,0.268,4698,48,0,
VEH011,2023-06-01 14:47:16.525117,45.6,94.19,32.28,0.276,10238,106,1,45.0
VEH065,2023-06-02 14:47:16.525117,41.33,92.94,41.47,0.201,56226,75,0,
VEH019,2023-06-03 14:47:16.525117,60.01,98.04,33.68,0.145,2416,51,0,
VEH009,2023-06-04 14:47:16.525117,40.8,90.27,45.7,0.017,22352,65,0,
VEH027,2023-06-05 14:47:16.525117,42.63,89.8,41.88,0.105,2834,66,0,
VEH034,2023-06-06 14:47:16.525117,49.67,78.26,30.88,0.229,14867,54,0,
VEH044,2023-06-07 14:47:16.525117,62.08,102.33,50.1,0.451,15381,92,0,
VEH068,2023-06-08 14:47:16.525117,63.52,87.73,38.03,0.53,871,30,1,29.0
VEH100,2023-06-09 14:47:16.525117,78.62,83.09,39.43,0.316,61633,94,1,50.0
VEH082,2023-06-10 14:47:16.525117,78.27,111.94,40.34,0.499,32862,8,1,48.0
VEH015,2023-06-11 14:47:16.525117,75.37,104.21,38.06,0.612,7215,73,1,27.0
VEH051,2023-06-12 14:47:16.525117,56.08,86.22,46.15,0.332,2799,68,0,
VEH013,2023-06-13 14:47:16.525117,32.38,73.57,35.53,0.365,8481,35,0,
VEH083,2023-06-14 14:47:16.525117,32.05,82.85,47.6,0.207,44938,102,1,9.0
VEH049,2023-06-15 14:47:16.525117,75.27,103.4,42.75,0.475,2847,98,0,
VEH070,2023-06-16 14:47:16.525117,72.66,92.05,35.15,0.342,8594,9,0,
VEH056,2023-06-17 14:47:16.525117,50.75,78.74,42.64,0.207,13636,83,1,1.0
VEH076,2023-06-18 14:47:16.525117,38.39,95.19,46.75,0.558,668,90,0,
VEH051,2023-06-19 14:47:16.525117,44.29,87.54,43.38,0.107,6240,76,0,
VEH037,2023-06-20 14:47:16.525117,62.62,84.94,41.39,0.146,18108,26,1,32.0
VEH017,2023-06-21 14:47:16.525117,62.65,85.55,44.18,0.454,7830,76,1,41.0
VEH058,2023-06-22 14:47:16.525117,75.64,101.23,43.12,0.502,40885,6,0,
VEH087,2023-06-23 14:47:16.525117,53.24,94.04,36.56,0.322,55218,65,0,
VEH090,2023-06-24 14:47:16.525117,56.34,77.93,42.15,0.291,11651,39,0,
VEH029,2023-06-25 14:47:16.525117,76.88,93.78,44.71,0.397,15186,92,0,
VEH033,2023-06-26 14:47:16.525117,28.12,89.27,40.87,0.351,19928,8,0,
VEH060,2023-06-27 14:47:16.525117,64.76,86.87,36.01,0.321,21844,23,0,
VEH091,2023-06-28 14:47:16.525117,54.99,86.81,42.0,0.158,1306,48,0,
VEH089,2023-06-29 14:47:16.525117,70.69,83.61,38.3,0.454,1103,81,0,
VEH055,2023-06-30 14:47:16.525117,67.69,85.08,43.98,0.245,40136,83,0,
VEH010,2023-07-01 14:47:16.525117,49.56,91.8,48.38,0.16,4965,46,1,2.0
VEH047,2023-07-02 14:47:16.525117,52.39,87.4,44.32,0.307,17546,97,0,
VEH023,2023-07-03 14:47:16.525117,25.47,92.64,34.79,0.365,19599,111,0,
VEH085,2023-07-04 14:47:16.525117,71.25,84.28,42.38,0.331,3593,114,0,
VEH021,2023-07-05 14:47:16.525117,63.6,95.84,23.94,0.475,28675,29,0,
VEH013,2023-07-06 14:47:16.525117,80.98,101.56,38.25,0.301,40190,29,1,17.0
VEH033,2023-07-07 14:47:16.525117,54.01,89.65,45.68,0.288,6720,8,1,12.0
VEH024,2023-07-08 14:47:16.525117,73.72,94.85,41.93,0.198,42048,64,0,
VEH011,2023-07-09 14:47:16.525117,43.95,93.67,40.29,0.353,1690,63,0,
VEH017,2023-07-10 14:47:16.525117,19.43,83.95,53.38,0.141,32235,78,0,
VEH068,2023-07-11 14:47:16.525117,58.58,94.44,29.33,0.234,20439,29,1,54.0
VEH047,2023-07-12 14:47:16.525117,51.5,71.43,32.97,0.355,17498,71,0,
VEH025,2023-07-13 14:47:16.525117,44.24,67.88,45.1,0.21,5230,45,0,
VEH094,2023-07-14 14:47:16.525117,73.47,88.04,45.58,0.504,8983,97,0,
VEH073,2023-07-15 14:47:16.525117,78.12,95.97,45.04,0.506,48226,76,1,18.0
VEH021,2023-07-16 14:47:16.525117,61.58,89.4,36.62,0.329,12537,14,0,
VEH084,2023-07-17 14:47:16.525117,57.26,95.83,34.35,0.382,18046,114,0,
VEH083,2023-07-18 14:47:16.525117,60.94,80.43,35.01,0.216,54931,108,0,
VEH083,2023-07-19 14:47:16.525117,50.21,96.57,41.28,0.489,12565,65,0,
VEH012,2023-07-20 14:47:16.525117,68.44,103.45,32.76,0.422,9829,44,0,
VEH037,2023-07-21 14:47:16.525117,36.91,83.27,47.36,0.403,44736,38,0,
VEH042,2023-07-22 14:47:16.525117,43.9,95.36,39.33,0.23,48357,39,0,
VEH017,2023-07-23 14:47:16.525117,48.13,89.59,35.82,0.094,8758,67,0,
VEH048,2023-07-24 14:47:16.525117,68.12,93.94,35.41,0.395,17929,90,0,
VEH028,2023-07-25 14:47:16.525117,55.46,102.79,29.53,0.469,66334,66,0,
VEH041,2023-07-26 14:47:16.525117,80.41,93.64,34.87,0.329,1141,98,0,
VEH099,2023-07-27 14:47:16.525117,72.05,96.72,36.01,0.42,812,32,1,49.0
VEH047,2023-07-28 14:47:16.525117,47.98,79.29,43.52,0.119,14537,22,0,
VEH018,2023-07-29 14:47:16.525117,69.5,96.34,38.77,0.473,6884,65,0,
VEH078,2023-07-30 14:47:16.525117,53.88,102.57,33.58,0.539,17438,47,0,
VEH099,2023-07-31 14:47:16.525117,67.1,82.97,33.35,0.418,25768,52,0,
VEH071,2023-08-01 14:47:16.525117,72.78,88.05,38.77,0.309,1431,117,0,
VEH013,2023-08-02 14:47:16.525117,76.72,96.33,27.05,0.51,42803,92,0,
VEH082,2023-08-03 14:47:16.525117,63.03,93.73,37.72,0.147,6483,58,1,41.0
VEH013,2023-08-04 14:47:16.525117,84.0,80.32,47.66,0.338,9604,114,0,
VEH100,2023-08-05 14:47:16.525117,66.62,91.65,38.63,0.416,8220,26,0,
VEH031,2023-08-06 14:47:16.525117,62.03,87.44,41.21,0.362,36630,13,0,
VEH002,2023-08-07 14:47:16.525117,55.46,82.02,41.03,0.119,3742,78,0,
VEH016,2023-08-08 14:47:16.525117,50.53,100.38,30.65,0.386,581,102,0,
VEH009,2023-08-09 14:47:16.525117,66.3,90.36,50.51,0.263,71369,63,1,2.0
VEH073,2023-08-10 14:47:16.525117,61.51,97.94,36.76,0.046,78883,73,0,
VEH038,2023-08-11 14:47:16.525117,63.91,80.81,40.9,0.077,5959,68,0,
VEH075,2023-08-12 14:47:16.525117,67.21,95.07,35.56,0.5,187,64,1,26.0
VEH054,2023-08-13 14:47:16.525117,63.85,98.69,45.96,0.284,20764,87,1,19.0
VEH056,2023-08-14 14:47:16.525117,90.2,89.57,31.29,0.456,20908,101,0,
VEH086,2023-08-15 14:47:16.525117,52.08,85.63,48.25,0.45,56387,35,1,10.0
VEH097,2023-08-16 14:47:16.525117,66.48,79.89,39.19,0.331,7089,30,1,22.0
VEH100,2023-08-17 14:47:16.525117,56.58,82.88,37.51,0.172,4202,102,0,
VEH087,2023-08-18 14:47:16.525117,23.08,84.53,36.78,0.414,19162,104,0,
VEH045,2023-08-19 14:47:16.525117,57.1,82.05,51.65,0.292,16587,111,0,
VEH034,2023-08-20 14:47:16.525117,45.95,83.15,31.06,0.272,25298,61,0,
VEH009,2023-08-21 14:47:16.525117,59.0,91.21,36.67,0.169,43278,39,0,
VEH088,2023-08-22 14:47:16.525117,59.6,92.2,32.04,0.236,16408,55,0,
VEH008,2023-08-23 14:47:16.525117,65.78,99.02,28.22,0.211,3252,7,0,
VEH007,2023-08-24 14:47:16.525117,52.05,83.51,48.48,0.411,18232,82,0,
VEH036,2023-08-25 14:47:16.525117,53.92,89.88,39.85,0.53,9371,58,0,
VEH018,2023-08-26 14:47:16.525117,70.51,87.18,33.32,0.424,12056,46,0,
VEH003,2023-08-27 14:47:16.525117,47.86,85.49,45.43,0.307,64121,28,0,
VEH028,2023-08-28 14:47:16.525117,32.42,86.09,37.99,0.234,16191,66,0,
VEH070,2023-08-29 14:47:16.525117,62.36,88.55,36.27,0.364,3242,92,0,
VEH044,2023-08-30 14:47:16.525117,76.06,92.81,43.17,0.251,11709,36,0,
VEH021,2023-08-31 14:47:16.525117,70.34,87.87,37.68,0.285,5186,71,0,
VEH028,2023-09-01 14:47:16.525117,62.63,99.95,33.23,0.227,2911,7,1,57.0
VEH054,2023-09-02 14:47:16.525117,78.76,77.3,45.44,0.334,24912,74,0,
VEH054,2023-09-03 14:47:16.525117,76.23,99.24,38.23,0.451,19807,65,0,
VEH065,2023-09-04 14:47:16.525117,55.04,86.8,44.8,0.42,13774,83,0,
VEH100,2023-09-05 14:47:16.525117,63.71,88.67,37.72,0.377,11006,28,0,
VEH021,2023-09-06 14:47:16.525117,64.36,90.14,46.1,0.374,7778,62,0,
VEH099,2023-09-07 14:47:16.525117,58.7,95.58,39.53,0.171,1842,40,0,
VEH013,2023-09-08 14:47:16.525117,77.01,83.81,46.98,0.106,7112,115,0,
VEH057,2023-09-09 14:47:16.525117,57.72,84.63,46.7,0.323,36451,6,0,
VEH049,2023-09-10 14:47:16.525117,52.5,93.63,47.05,0.483,30619,110,0,
VEH054,2023-09-11 14:47:16.525117,21.13,74.47,41.96,0.182,71739,53,0,
VEH010,2023-09-12 14:47:16.525117,48.03,89.13,42.38,0.296,21346,54,0,
VEH053,2023-09-13 14:47:16.525117,40.27,82.63,39.35,0.266,16132,45,0,
VEH044,2023-09-14 14:47:16.525117,59.39,81.9,35.42,0.017,7020,67,0,
VEH047,2023-09-15 14:47:16.525117,41.19,75.95,53.42,0.266,1599,20,1,40.0
VEH053,2023-09-16 14:47:16.525117,69.13,96.63,34.82,0.251,19247,35,0,
VEH074,2023-09-17 14:47:16.525117,76.63,92.1,45.22,0.402,13394,26,0,
VEH046,2023-09-18 14:47:16.525117,59.53,84.6,44.9,0.268,28465,13,0,
VEH013,2023-09-19 14:47:16.525117,45.24,87.95,41.29,0.263,10615,12,0,
VEH037,2023-09-20 14:47:16.525117,64.3,81.47,39.92,0.234,84743,110,1,58.0
VEH024,2023-09-21 14:47:16.525117,88.4,87.13,39.42,0.237,10137,39,1,34.0
VEH002,2023-09-22 14:47:16.525117,83.74,89.6,36.1,0.094,8101,69,0,
VEH086,2023-09-23 14:47:16.525117,38.91,89.46,40.62,0.44,40956,47,1,3.0
VEH081,2023-09-24 14:47:16.525117,38.35,92.05,32.71,0.215,10067,106,1,38.0
VEH100,2023-09-25 14:47:16.525117,34.51,74.28,46.06,0.151,40942,117,0,
VEH014,2023-09-26 14:47:16.525117,42.95,92.31,38.4,0.323,554,58,0,
VEH010,2023-09-27 14:47:16.525117,63.77,76.38,35.59,0.065,23591,101,1,40.0
VEH035,2023-09-28 14:47:16.525117,51.65,93.03,32.04,0.24,1491,102,1,20.0
VEH025,2023-09-29 14:47:16.525117,47.42,87.66,39.44,0.576,3208,75,1,56.0
VEH003,2023-09-30 14:47:16.525117,75.59,99.51,38.47,0.398,24084,111,1,8.0
VEH017,2023-10-01 14:47:16.525117,67.95,85.0,37.39,0.146,6842,15,1,35.0
VEH012,2023-10-02 14:47:16.525117,34.43,94.97,42.52,0.013,4725,95,0,
VEH054,2023-10-03 14:47:16.525117,74.73,81.4,42.95,0.407,32341,63,0,
VEH024,2023-10-04 14:47:16.525117,67.59,91.23,40.22,0.154,58467,114,1,3.0
VEH029,2023-10-05 14:47:16.525117,67.92,74.09,36.04,0.139,5289,95,0,
VEH043,2023-10-06 14:47:16.525117,51.44,96.64,34.9,0.271,7630,88,0,
VEH025,2023-10-07 14:47:16.525117,57.19,103.67,30.25,0.231,25040,104,1,31.0
VEH100,2023-10-08 14:47:16.525117,30.41,82.93,39.56,0.253,33779,114,1,44.0
VEH060,2023-10-09 14:47:16.525117,73.0,91.63,43.2,0.225,141697,9,0,
VEH090,2023-10-10 14:47:16.525117,45.02,92.8,32.45,0.406,6386,94,0,
VEH065,2023-10-11 14:47:16.525117,46.94,76.94,37.94,0.256,16266,13,0,
VEH084,2023-10-12 14:47:16.525117,46.74,83.34,40.35,0.482,2877,17,1,12.0
VEH028,2023-10-13 14:47:16.525117,87.01,84.86,43.87,0.492,8034,93,0,
VEH016,2023-10-14 14:47:16.525117,49.97,108.75,29.26,0.251,920,93,0,
VEH047,2023-10-15 14:47:16.525117,74.13,99.07,52.41,0.296,4735,86,0,
VEH081,2023-10-16 14:47:16.525117,59.64,88.25,44.69,0.614,14126,30,0,
VEH092,2023-10-17 14:47:16.525117,47.56,95.61,35.84,0.154,3576,102,1,25.0
VEH058,2023-10-18 14:47:16.525117,44.84,90.93,33.48,0.424,44033,32,1,23.0
VEH076,2023-10-19 14:47:16.525117,50.57,94.27,41.27,0.404,24778,7,0,
